slug,display_name,input_modalities,output_modalities,context_window,max_input_tokens,max_tokens(abandon),max_completion_tokens,max_output_tokens,reasoning_levels,default_reasoning
commandcode/claude-sonnet-4-6,Claude Sonnet 4.6,"[""text"",""image""]",未知,1000000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
commandcode/claude-sonnet-5,Claude Sonnet 5,"[""text"",""image""]",未知,1000000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
commandcode/deepseek/deepseek-v4-flash,DeepSeek V4 Flash,"[""text""]","[""text""]",1000000,未知,未知,未知,384000,"[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]",medium
commandcode/deepseek/deepseek-v4-flash-fast,DeepSeek V4 Flash Fast,"[""text"",""image""]",未知,1000000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
commandcode/deepseek/deepseek-v4-flash-vision-exp,DeepSeek V4 Flash Vision Exp,"[""text"",""image""]","[""text""]",1000000,未知,未知,未知,384000,"[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]",medium
commandcode/deepseek/deepseek-v4-pro,DeepSeek V4 Pro,"[""text""]","[""text""]",1000000,未知,未知,未知,384000,"[{""effort"":""high""},{""effort"":""max""}]",medium
commandcode/google/gemini-3.1-flash-lite,Gemini 3.1 Flash Lite,"[""text"",""image"",""video"",""audio"",""pdf""]","[""text""]",1048576,未知,未知,未知,65536,"[{""effort"":""minimal""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]",medium
commandcode/google/gemini-3.5-flash,Gemini 3.5 Flash,"[""text"",""image"",""video"",""audio"",""pdf""]","[""text""]",1048576,未知,未知,未知,65536,"[{""effort"":""minimal""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]",medium
commandcode/google/gemini-3.5-flash-lite,Gemini 3.5 Flash Lite,"[""text"",""image"",""video"",""audio"",""pdf""]","[""text""]",1048576,未知,未知,未知,65536,"[{""effort"":""minimal""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]",medium
commandcode/google/gemini-3.6-flash,Gemini 3.6 Flash,"[""text"",""image"",""video"",""audio"",""pdf""]","[""text""]",1048576,未知,未知,未知,65536,"[{""effort"":""minimal""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]",medium
commandcode/google/gemini-3.7-flash,Gemini 3.7 Flash,"[""text"",""image"",""video"",""audio"",""pdf""]","[""text""]",1048576,未知,未知,未知,65536,"[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]",medium
commandcode/google/gemini-3.8-flash,Gemini 3.8 Flash,"[""text"",""image"",""video"",""audio"",""pdf""]","[""text""]",1048576,未知,未知,未知,65536,"[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]",medium
commandcode/gpt-5.3-codex,GPT-5.3 Codex,"[""text"",""image""]",未知,400000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
commandcode/gpt-5.4,GPT-5.4,"[""text"",""image""]",未知,400000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
commandcode/gpt-5.4-mini,GPT-5.4 Mini,"[""text"",""image""]",未知,400000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
commandcode/gpt-5.5,GPT-5.5,"[""text"",""image""]",未知,400000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
commandcode/gpt-5.6-luna,GPT-5.6 Luna,"[""text"",""image""]",未知,1050000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
commandcode/gpt-5.6-sol,GPT-5.6 Sol,"[""text"",""image""]",未知,1050000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
commandcode/gpt-5.6-terra,GPT-5.6 Terra,"[""text"",""image""]",未知,1050000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
commandcode/meituan/LongCat-2.0:free,LongCat 2.0,"[""text"",""image""]",未知,1048576,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
commandcode/meta/muse-spark-1.1,Muse Spark 1.1,"[""text"",""image"",""pdf"",""video""]","[""text""]",1048576,未知,未知,未知,131072,"[{""effort"":""minimal""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]",medium
commandcode/meta/muse-spark-1.2,Muse Spark 1.2,"[""text"",""image"",""video"",""pdf"",""audio""]","[""text""]",1048576,未知,未知,未知,131072,"[{""effort"":""minimal""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]",medium
commandcode/meta/muse-spark-1.2-contributor,Muse Spark 1.2 Contributor,"[""text"",""image"",""video"",""pdf"",""audio""]","[""text""]",1048576,未知,未知,未知,131072,"[{""effort"":""minimal""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]",medium
commandcode/meta/muse-spark-1.3,Muse Spark 1.3,"[""text"",""image"",""video"",""pdf"",""audio""]","[""text""]",1048576,未知,未知,未知,131072,"[{""effort"":""minimal""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]",medium
commandcode/meta/muse-spark-1.3-contributor,Muse Spark 1.3 Contributor,"[""text"",""image"",""video"",""pdf"",""audio""]","[""text""]",1048576,未知,未知,未知,131072,"[{""effort"":""minimal""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]",medium
commandcode/moonshotai/Kimi-K2.5,Kimi K2.5,"[""text"",""image"",""video""]","[""text""]",262144,未知,未知,未知,262144,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
commandcode/moonshotai/Kimi-K2.6,Kimi K2.6,"[""text"",""image"",""video""]","[""text""]",262144,未知,未知,未知,262144,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
commandcode/moonshotai/Kimi-K2.7-Code,Kimi K2.7 Code,"[""text"",""image"",""video""]","[""text""]",262144,未知,未知,未知,262144,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
commandcode/moonshotai/Kimi-K2.7-Code-Highspeed,Kimi K2.7 Code HighSpeed,"[""text"",""image"",""video""]","[""text""]",262144,未知,未知,未知,262144,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
commandcode/moonshotai/Kimi-K3,Kimi K3,"[""text"",""image"",""video""]","[""text""]",1048576,未知,未知,未知,131072,"[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]",medium
commandcode/nvidia/nemotron-3-ultra-550b-a55b,Nemotron 3 Ultra 550B A55B,"[""text""]","[""text""]",1000000,未知,未知,未知,65536,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
commandcode/poolside/laguna-s-2.1-free,Laguna S 2.1,"[""text"",""image""]",未知,256000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
commandcode/sakana/fugu-ultra,Fugu Ultra,"[""text"",""image""]","[""text""]",1000000,未知,未知,未知,1000000,"[{""effort"":""high""},{""effort"":""xhigh""}]",medium
commandcode/stepfun/Step-3.5-Flash,Step 3.5 Flash,"[""text""]","[""text""]",256000,256000,未知,未知,256000,"[{""effort"":""low""},{""effort"":""high""}]",medium
commandcode/stepfun/Step-3.7-Flash,Step 3.7 Flash,"[""text"",""image"",""video""]","[""text""]",256000,256000,未知,未知,256000,"[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]",medium
commandcode/tencent/hy3-paid,Tencent Hy3,"[""text"",""image""]",未知,262144,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
commandcode/tencent/hy4-preview,Hy4 preview,"[""text""]","[""text""]",1024000,未知,未知,未知,64000,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
commandcode/thinkingmachines/inkling,Inkling,"[""text"",""image""]","[""text""]",65536,未知,未知,未知,65536,"[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]",medium
commandcode/thinkingmachines/inkling-small,Inkling Small,"[""text"",""image"",""audio""]","[""text""]",1048576,未知,未知,未知,1048576,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
commandcode/xai/grok-4.5,Grok 4.5,"[""text"",""image"",""pdf""]","[""text""]",500000,未知,未知,未知,500000,"[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]",medium
commandcode/xai/grok-4.6,Grok 4.6,"[""text"",""image"",""pdf""]","[""text""]",500000,未知,未知,未知,500000,"[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]",medium
commandcode/xiaomi/mimo-v2.5,MiMo-V2.5,"[""text"",""image"",""audio"",""video""]","[""text""]",1048576,未知,未知,未知,131072,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
commandcode/xiaomi/mimo-v2.5-pro,MiMo-V2.5-Pro,"[""text""]","[""text""]",1048576,未知,未知,未知,131072,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
commandcode/z-ai/glm-5.3-flash,GLM-5.3-Flash,"[""text"",""image"",""video"",""pdf""]","[""text""]",1000000,未知,未知,未知,131072,"[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]",medium
commandcode/zai-org/GLM-5,GLM-5,"[""text""]","[""text""]",204800,未知,未知,未知,131072,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
commandcode/zai-org/GLM-5.1,GLM-5.1,"[""text""]","[""text""]",200000,未知,未知,未知,131072,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
commandcode/zai-org/GLM-5.2,GLM-5.2,"[""text""]","[""text""]",1000000,未知,未知,未知,131072,"[{""effort"":""high""},{""effort"":""max""}]",medium
commandcode/zai-org/GLM-5.2-Fast,GLM-5.2 Fast,"[""text"",""image""]",未知,1000000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
commandcode/zai-org/GLM-5.3,GLM-5.3,"[""text""]","[""text""]",1000000,未知,未知,未知,131072,"[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]",medium
congee/gpt-5.5,gpt-5.5,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
congee/gpt-5.6,gpt-5.6,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
congee/gpt-5.6-luna,gpt-5.6-luna,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
congee/gpt-5.6-sol,gpt-5.6-sol,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
